name	base_ingredient_1_name	base_ingredient_1_qty	base_ingredient_2_name	base_ingredient_2_qty	base_ingredient_3_name	base_ingredient_3_qty	base_ingredient_4_name	base_ingredient_4_qty	base_ingredient_5_name	base_ingredient_5_qty	base_ingredient_6_name	base_ingredient_6_qty	base_ingredient_7_name	base_ingredient_7_qty	base_ingredient_8_name	base_ingredient_8_qty	base_ingredient_9_name	base_ingredient_9_qty	base_ingredient_10_name	base_ingredient_10_qty	base_ingredient_11_name	base_ingredient_11_qty	base_ingredient_12_name	base_ingredient_12_qty	base_ingredient_13_name	base_ingredient_13_qty	base_ingredient_14_name	base_ingredient_14_qty	base_ingredient_15_name	base_ingredient_15_qty	base_ingredient_16_name	base_ingredient_16_qty	base_ingredient_17_name	base_ingredient_17_qty	base_ingredient_18_name	base_ingredient_18_qty	base_ingredient_19_name	base_ingredient_19_qty	base_ingredient_20_name	base_ingredient_20_qty	base_ingredient_21_name	base_ingredient_21_qty	base_ingredient_22_name	base_ingredient_22_qty	base_ingredient_23_name	base_ingredient_23_qty	base_ingredient_24_name	base_ingredient_24_qty	base_ingredient_25_name	base_ingredient_25_qty	base_ingredient_26_name	base_ingredient_26_qty	base_ingredient_27_name	base_ingredient_27_qty
Syndicate Adept Breastplate of the Brigand	Syndicate Adept Breastplate of the Barbarian	1	Syndicate Brigand Seal	1	Azoth	50																																																
Captain Quicksilver's Lamp, Silver Replica	Ironwood	40	Sandpaper	35	Wyrdwood	60	Aged Wood	80	Green Wood	160	Fire Mote	1	Flux	105	Wood	420	Starmetal Ore	180	Iron Ore	720	Orichalcum Ore	120																																
Reinforced Pristine Onyx Amulet of the Sage	Timeless Amulet Shard	1	Trinket Chains	1	Precious Metals	1	Life Mote	440	Solvent	54	Flawed Onyx	60	Softwood Prayer Beads	10	Trinket Gem Settings	1																																						
Timeless Round Shield Shard	Timeless Round Shield Shard	1																																																				
Infused Fur Coat of the Soldier	Iron Battle Medal	10	Metals	1	Timeless Leather Coat Shard	1	Cloth	8	Tier 5 Leather	26																																												
Burnished Pristine Moonstone Ring	Solvent	54	Flawed Moonstone	60	Death Mote	440	Precious Metals	1	Trinket Bands	1	Trinket Gem Settings	1																																										
Broken Hatchet	Broken Hatchet	1																																																				
Syndicate Cabalist Breastplate of the Brigand	Syndicate Cabalist Breastplate of the Barbarian	1	Syndicate Brigand Seal	1	Azoth	50																																																
Rough Leather Corrupted Fetish	Rough Leather Corrupted Fetish	1																																																				
Old Straw Cot	Refining Materials Tier 3	400	Common Material Converter	20	Oil	8	Feathers	1	Fibers	4																																												
Iron Precision Tools	Iron Precision Tools	1																																																				
Iceproof Aquamarine Earring	Water Mote	15	Solvent	4	Flawed Aquamarine	3	Precious Metals	1	Trinket Hooks	1	Trinket Gem Settings	1																																										
Covenant Initiate Footwear of the Barbarian	Azoth	50	Covenant Initiate Footwear of the Priest	1	Covenant Barbarian Seal	1																																																
Covenant Lumen Coat of the Barbarian	Azoth	50	Covenant Lumen Coat of the Brigand	1	Covenant Barbarian Seal	1																																																
Marauder Commander Shoes of the Barbarian	Marauder Barbarian Seal	1	Azoth	50	Marauder Commander Shoes of the Brigand	1																																																
Asmodeum Chain	Orichalcum Ore	4320	Flux	280	Wood	1152	Starmetal Ore	480	Iron Ore	1920	Refining Materials Tier 5	160	Masterwork Material Converter	8																																								
Marauder Soldier Hat of the Barbarian	Marauder Barbarian Seal	1	Marauder Soldier Hat of the Brigand	1	Azoth	50																																																
Blessed Wildwood Life Staff	Ironwood	8600	Flux	35	Wood	140	Starmetal Ore	60	Iron Ore	240	Orichalcum Ore	1040	Life Crystal Core	1	Sandpaper	525	Wyrdwood	900	Aged Wood	1200	Green Wood	2400	Refining Materials Tier 5	300	Masterwork Material Converter	15	Life Mote	1200																										
Rosewood Writing Desk	Flux	45	Wood	180	Starmetal Ore	90	Iron Ore	360	Refining Materials Tier 4	400	Advanced Material Converter	20	Oil	8	Wyrdwood	180	Sandpaper	90	Aged Wood	240	Green Wood	480																																
Lazarus Watcher Bow	Metallic Boneweave	1	Spectral Dust	10	Cloth	2	Tier 5 Timber	15	Leathers	3																																												
Marauder Gladiator Legguards of the Cleric	Marauder Cleric Seal	1	Azoth	50	Marauder Gladiator Legguards of the Barbarian	1																																																
Major Cooking Crafting Trophy	Water Mote	25	Refining Materials Tier 3	200	Common Material Converter	10	Oil	12	Flux	220	Wood	880	Iron Ore	1680	Aged Wood	700	Sandpaper	275	Green Wood	1400	Chef's Secret Techniques	1	Wyrdwood	450	Starmetal Ore	360	Refining Materials Tier 4	200	Advanced Material Converter	10	Ironwood	200	Chef's Secret Cookbook	1	Orichalcum Ore	160	Refining Materials Tier 5	200	Masterwork Material Converter	10														
Shrouded Intent Pants	Castaway Rigging	12	Nightstone Slivers	14	Shrouded Intent Work Order	1	Murkmoss Extract	13																																														
Pristine Diamond	Flawed Diamond	60	Solvent	52	Life Mote	260																																																
Primal Husk Leggings	Wirefiber	9720	Cloth Weave	630	Fibers	5760	Silk Threads	1080	Refining Materials Tier 5	1080	Masterwork Material Converter	54	Iron Hide	16200	Refining Materials Tier 3	21000	Common Material Converter	1050	Rawhide	9600	Thick Hide	1800	Pattern: Primal Husk Leggings	1	Azoth	225	Orichalcum Ore	3240	Flux	210	Wood	864	Starmetal Ore	360	Iron Ore	1440																		
Fried Albenaja	Albenaja	1	Seasonings	1	Cabbage	1	Nut	1	Fish Oil	2	Cauliflower	1	Egg	1	Cooked Grain	2																																						
Syndicate Alchemist Handcovers of the Occultist	Syndicate Alchemist Handcovers of the Priest	1	Syndicate Occultist Seal	1	Azoth	50																																																
Orichalcum Round Shield of the Sage	Refined Wood	2	Timeless Round Shield Shard	1	Tier 5 Metals	10	Leathers	1	Softwood Prayer Beads	10																																												
Marauder Gladiator Gauntlets of the Brigand	Marauder Gladiator Gauntlets of the Barbarian	1	Marauder Brigand Seal	1	Azoth	50																																																
Covenant Initiate Jacket of the Occultist	Covenant Occultist Seal	1	Azoth	50	Covenant Initiate Jacket of the Priest	1																																																
Stonerend	Empowered Counterbalance	1	Orichalcum Ore	11800	Flux	700	Wood	2880	Starmetal Ore	1200	Iron Ore	4800	Refining Materials Tier 5	800	Masterwork Material Converter	40	Iron Hide	8600	Refining Materials Tier 3	10500	Common Material Converter	525	Rawhide	4800	Thick Hide	900	Ironwood	2700	Sandpaper	175	Wyrdwood	300	Aged Wood	400	Green Wood	800																		
Covenant Initiate Gloves of the Barbarian	Azoth	50	Covenant Barbarian Seal	1	Covenant Initiate Gloves of the Brigand	1																																																
Marauder Destroyer Leggings of the Occultist	Marauder Occultist Seal	1	Marauder Destroyer Leggings of the Priest	1	Azoth	50																																																
Stone	Stone	1																																																				
Linen Hat	Metals	1	Leathers	6	Tier 2 Cloth	11																																																
Powerful Beast Coating	Tier 4 Offensive Reagents	1	Oil	1	Air Reagents	1	Death Reagents	1																																														
Orichalcum Harvesting Sickle	Refined Wood	2	Tier 5 Metals	10	Leathers	1																																																
Faedragon's Claw	Orichalcum Ore	11800	Flux	700	Wood	2880	Starmetal Ore	1200	Iron Ore	4800	Refining Materials Tier 5	800	Masterwork Material Converter	40	Embossed Wrapping	1	Ironwood	8100	Sandpaper	525	Wyrdwood	900	Aged Wood	1200	Green Wood	2400	Iron Hide	3200	Refining Materials Tier 3	3500	Common Material Converter	175	Rawhide	1600	Thick Hide	300																		
Covenant Lumen Pants of the Cleric	Covenant Lumen Pants of the Brigand	1	Azoth	50	Covenant Cleric Seal	1																																																
Hangman's Binding	Hangman's Binding	1																																																				
Impaling Iron Armaments	Weaponsmithing Work Order	1	Green Wood	16	Rawhide	48	Iron Ore	16																																														
Spectral Pristine Malachite Ring	Precious Metals	1	Flawed Malachite	60	Soul Mote	440	Solvent	54	Trinket Bands	1	Trinket Gem Settings	1																																										
Marauder Soldier Headwear of the Priest	Marauder Soldier Headwear of the Priest	1																																																				
Gold Chain	Silver Ore	48	Flux	6	Gold Ore	30																																																
Cool Violet Dye	Water	3	Cyan Pigment	1	Purple Pigment	2																																																
Covenant Initiate Shoes of the Barbarian	Azoth	50	Covenant Barbarian Seal	1	Covenant Initiate Shoes of the Brigand	1																																																
Cheese Bait	Seasonings	2	Yeast	3	Milk	6																																																
Covenant Initiate Headwear of the Occultist	Covenant Occultist Seal	1	Azoth	50	Covenant Initiate Headwear of the Priest	1																																																
Albenaja	Albenaja	1																																																				
Tempered Brilliant Emerald Amulet	Trinket Chains	1	Earth Mote	80	Solvent	12	Flawed Emerald	12	Precious Metals	1	Trinket Gem Settings	1																																										
Swashbuckler Shoes	Orichalcum Ore	1620	Flux	105	Wood	432	Starmetal Ore	180	Iron Ore	720	Refining Materials Tier 5	540	Masterwork Material Converter	27	Iron Hide	8100	Refining Materials Tier 3	10500	Common Material Converter	525	Rawhide	4800	Thick Hide	900	Pattern: Swashbuckler Shoes	1	Azoth	225	Wirefiber	4860	Cloth Weave	315	Fibers	2880	Silk Threads	540																		
Reinforced Pristine Onyx Ring of the Soldier	Iron Battle Medal	10	Timeless Ring Shard	1	Precious Metals	1	Trinket Bands	1	Life Mote	440	Solvent	54	Flawed Onyx	60	Trinket Gem Settings	1																																						
Infused Regeneration Potion	Medicinal Reagents	1	Spirit Reagents	1	Life Reagents	1	Azoth Water	1	Water	1	Hyssop	10																																										
Major Harvesting Gathering Trophy	Ironwood	200	Sandpaper	275	Wyrdwood	450	Aged Wood	700	Green Wood	1400	Flux	220	Wood	880	Starmetal Ore	360	Iron Ore	1680	Orichalcum Ore	160	Mercurial Token	1	Journal of Aeternum Flora	1	Water Mote	25	Refining Materials Tier 3	200	Common Material Converter	10	Oil	12	Refining Materials Tier 4	200	Advanced Material Converter	10	Refining Materials Tier 5	200	Masterwork Material Converter	10														
Syndicate Cabalist Gauntlets of the Cleric	Azoth	50	Syndicate Cabalist Gauntlets of the Barbarian	1	Syndicate Cleric Seal	1																																																
Reaving Iron Armaments	Rawhide	96	Iron Ore	36	Green Wood	28	Weaponsmithing Work Order	1																																														
Fruit Stockpile	Strawberry	15	Cooking Recipe	1	Orange	15	Cranberry	15	Blueberry	15																																												
Life Arcana	Life Arcana	1																																																				
Marauder Soldier Jacket of the Brigand	Marauder Soldier Jacket of the Priest	1	Marauder Brigand Seal	1	Azoth	50																																																
Holly Regent Footwear	Tier 5 Leather	5	Metals	1	Cloth	3	Pattern: Holly Regent Footwear	1																																														
Pattern: Swashbuckler Gloves	Pattern: Swashbuckler Gloves	1																																																				
Marauder Destroyer Pants of the Brigand	Marauder Destroyer Pants of the Brigand	1																																																				
Seafoam Velvet Captain's Bed	Flux	45	Wood	180	Starmetal Ore	90	Iron Ore	360	Refining Materials Tier 4	400	Advanced Material Converter	20	Oil	8	Wyrdwood	180	Sandpaper	90	Aged Wood	240	Green Wood	480																																
Teak Writing Desk	Flux	15	Wood	60	Iron Ore	180	Aged Wood	120	Sandpaper	30	Green Wood	240	Refining Materials Tier 3	400	Common Material Converter	20	Oil	8																																				
Covenant Lumen Pants of the Barbarian	Covenant Lumen Pants of the Brigand	1	Azoth	50	Covenant Barbarian Seal	1																																																
Lodestone	Lodestone	1																																																				
Berry Glazed Roasted Ham	Honey	1	Berry	1	Juicy Ham Hock	1	Cranberry	1	Blueberry	1	Milk	2																																										
Pattern: Frilled Pants	Pattern: Frilled Pants	1																																																				
Blade of l'Olonnois	Blade of l'Olonnois	1																																																				
Veilpiercer	Ironwood	12300	Enchanted Bow String	1	Wirefiber	8100	Cloth Weave	525	Fibers	4800	Silk Threads	900	Refining Materials Tier 5	800	Masterwork Material Converter	40	Sandpaper	700	Wyrdwood	1200	Aged Wood	1600	Green Wood	3200	Iron Hide	2700	Refining Materials Tier 3	3500	Common Material Converter	175	Rawhide	1600	Thick Hide	300																				
Iron Hinges	Work Order: Iron Hinges	1																																																				
Covenant Templar Gauntlets of the Brigand	Covenant Brigand Seal	1	Azoth	50	Covenant Templar Gauntlets of the Barbarian	1																																																
Marauder Soldier Leggings of the Brigand	Marauder Brigand Seal	1	Marauder Soldier Leggings of the Priest	1	Azoth	50																																																
Marauder Gladiator Leggings of the Priest	Marauder Gladiator Leggings of the Priest	1																																																				
Marauder Ravager Jacket of the Brigand	Marauder Brigand Seal	1	Marauder Ravager Jacket of the Priest	1	Azoth	50																																																
Fall Harvest Turkey	Sage	1	Potato	1	Cranberry	1	Carrot	1	Parsley	1	Poultry Thigh	1	Thyme	1																																								
Gold Band	Silver Ore	48	Flux	6	Gold Ore	30																																																
Covenant Inquisitor Boots of the Barbarian	Azoth	50	Covenant Barbarian Seal	1	Covenant Inquisitor Boots of the Sentry	1																																																
Loaded Dice	Loaded Dice	1																																																				
Cranberry Compote	Honey	1	Tarragon	1	Cranberry	1	Lemon	1	Sugar	1																																												
Major Fishing Gathering Trophy	Ironwood	200	Sandpaper	275	Wyrdwood	450	Aged Wood	700	Green Wood	1400	Taxidermied Daemonaja	1	Flux	220	Wood	880	Starmetal Ore	360	Iron Ore	1680	Orichalcum Ore	160	Refining Materials Tier 5	200	Masterwork Material Converter	10	Oil	12	Water Mote	25	Refining Materials Tier 3	200	Common Material Converter	10	Taxidermied Blue-blooded Barb	1	Refining Materials Tier 4	200	Advanced Material Converter	10														
