name,base_ingredient_1_name,base_ingredient_1_qty,base_ingredient_2_name,base_ingredient_2_qty,base_ingredient_3_name,base_ingredient_3_qty,base_ingredient_4_name,base_ingredient_4_qty,base_ingredient_5_name,base_ingredient_5_qty,base_ingredient_6_name,base_ingredient_6_qty,base_ingredient_7_name,base_ingredient_7_qty,base_ingredient_8_name,base_ingredient_8_qty,base_ingredient_9_name,base_ingredient_9_qty,base_ingredient_10_name,base_ingredient_10_qty,base_ingredient_11_name,base_ingredient_11_qty,base_ingredient_12_name,base_ingredient_12_qty,base_ingredient_13_name,base_ingredient_13_qty,base_ingredient_14_name,base_ingredient_14_qty,base_ingredient_15_name,base_ingredient_15_qty,base_ingredient_16_name,base_ingredient_16_qty,base_ingredient_17_name,base_ingredient_17_qty,base_ingredient_18_name,base_ingredient_18_qty,base_ingredient_19_name,base_ingredient_19_qty,base_ingredient_20_name,base_ingredient_20_qty,base_ingredient_21_name,base_ingredient_21_qty,base_ingredient_22_name,base_ingredient_22_qty,base_ingredient_23_name,base_ingredient_23_qty,base_ingredient_24_name,base_ingredient_24_qty,base_ingredient_25_name,base_ingredient_25_qty,base_ingredient_26_name,base_ingredient_26_qty,base_ingredient_27_name,base_ingredient_27_qty
Orichalcum Musket of the Ranger,Rough Leather Beaded Straps,10.0,Refined Wood,3.0,Leathers,2.0,Timeless Musket Shard,1.0,Tier 5 Metals,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covenant Lumen Hat of the Occultist,Covenant Occultist Seal,1.0,Azoth,50.0,Covenant Lumen Hat of the Brigand,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fur-Lined Orichalcum Breastplate of the Ranger,Rough Leather Beaded Straps,10.0,Tier 5 Metals,20.0,Cloth,7.0,Leathers,8.0,Timeless Breastplate Shard,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primeval Pristine Diamond Ring of the Soldier,Iron Battle Medal,10.0,Timeless Ring Shard,1.0,Precious Metals,1.0,Flawed Diamond,60.0,Solvent,54.0,Life Mote,440.0,Trinket Bands,1.0,Trinket Gem Settings,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murky Water Dye,Black Pigment,2.0,Water,3.0,Brown Pigment,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covenant Lumen Breastplate of the Cleric,Azoth,50.0,Covenant Cleric Seal,1.0,Covenant Lumen Breastplate of the Barbarian,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orichalcum Tower Shield of the Sage,Refined Wood,2.0,Timeless Tower Shield Shard,1.0,Tier 5 Metals,13.0,Leathers,1.0,Softwood Prayer Beads,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brilliant Amethyst,Soul Mote,40.0,Solvent,10.0,Flawed Amethyst,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oak Desk,Flux,45.0,Wood,180.0,Starmetal Ore,90.0,Iron Ore,360.0,Refining Materials Tier 4,400.0,Advanced Material Converter,20.0,Oil,8.0,Wyrdwood,180.0,Sandpaper,90.0,Aged Wood,240.0,Green Wood,480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hardworking Half-Barrel Table,Flux,45.0,Wood,180.0,Starmetal Ore,90.0,Iron Ore,360.0,Refining Materials Tier 4,400.0,Advanced Material Converter,20.0,Oil,8.0,Wyrdwood,180.0,Sandpaper,90.0,Aged Wood,240.0,Green Wood,480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orichalcum Void Gauntlet of the Sentry,Timeless Void Gauntlet Shard,1.0,Iron Guardsman's Insignia,10.0,Metals,4.0,Tier 5 Leather,8.0,Cloth,5.0,Death Arcana,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flawed Carnelian Earring,Precious Metals,1.0,Trinket Hooks,1.0,Flawed Carnelian,1.0,Fire Mote,2.0,Trinket Gem Settings,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syndicate Chronicler Gauntlets of the Occultist,Syndicate Chronicler Gauntlets of the Barbarian,1.0,Syndicate Occultist Seal,1.0,Azoth,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hope Storage Chest,Flux,45.0,Wood,180.0,Starmetal Ore,90.0,Iron Ore,360.0,Wyrdwood,180.0,Sandpaper,90.0,Aged Wood,240.0,Green Wood,480.0,Greater Rune of Holding,1.0,Refining Materials Tier 4,200.0,Advanced Material Converter,10.0,Oil,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flawed Carnelian Amulet,Trinket Chains,1.0,Precious Metals,1.0,Flawed Carnelian,1.0,Fire Mote,2.0,Trinket Gem Settings,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vial of Swirling Energy,Vial of Wispy Energy,5.0,Common Transmutation Catalyst,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beasthunter Mask of the Sage,Metals,1.0,Softwood Prayer Beads,10.0,Tier 5 Leather,12.0,Cloth,4.0,Timeless Leather Hat Shard,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primeval Flawed Diamond Earring,Flawed Diamond,1.0,Life Mote,2.0,Precious Metals,1.0,Trinket Hooks,1.0,Trinket Gem Settings,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lieutenant's Helm,Wirefiber,6480.0,Cloth Weave,420.0,Fibers,3840.0,Silk Threads,720.0,Refining Materials Tier 5,1080.0,Masterwork Material Converter,54.0,Iron Hide,9720.0,Refining Materials Tier 3,12600.0,Common Material Converter,630.0,Rawhide,5760.0,Thick Hide,1080.0,Pattern: Lieutenant's Helm,1.0,Azoth,225.0,Orichalcum Ore,12960.0,Flux,840.0,Wood,3456.0,Starmetal Ore,1440.0,Iron Ore,5760.0,,,,,,,,,,,,,,,,,,
Orichalcum Fire Staff of the Sage,Timeless Fire Staff Shard,1.0,Leathers,4.0,Fire Arcana,6.0,Tier 5 Timber,8.0,Metals,5.0,Softwood Prayer Beads,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syndicate Scrivener Pants of the Occultist,Syndicate Occultist Seal,1.0,Azoth,50.0,Syndicate Scrivener Pants of the Brigand,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beasthunter Legwraps of the Soldier,Iron Battle Medal,10.0,Timeless Leggings Shard,1.0,Metals,2.0,Tier 5 Leather,12.0,Cloth,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syndicate Adept Hat of the Barbarian,Azoth,50.0,Syndicate Barbarian Seal,1.0,Syndicate Adept Hat of the Brigand,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Empowered Pristine Sapphire Earring of the Ranger,Rough Leather Beaded Straps,10.0,Precious Metals,1.0,Trinket Hooks,1.0,Solvent,54.0,Flawed Sapphire,60.0,Death Mote,440.0,Trinket Gem Settings,1.0,Timeless Earring Shard,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Putrid Plum Dye,Magenta Pigment,2.0,Water,3.0,Brown Pigment,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tier 5 Timber,Tier 5 Timber,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covenant Inquisitor Gauntlets of the Sentry,Covenant Inquisitor Gauntlets of the Sentry,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A recipe for plant food,A recipe for plant food,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obelisk Dust,Obelisk Dust,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Candied Melon,Honey,1.0,Melon,1.0,Cinnamon,1.0,Milk,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jade Weapon Rack,Refining Materials Tier 5,400.0,Masterwork Material Converter,20.0,Oil,8.0,Ironwood,280.0,Sandpaper,245.0,Wyrdwood,420.0,Aged Wood,560.0,Green Wood,1120.0,Flux,70.0,Wood,280.0,Starmetal Ore,120.0,Iron Ore,480.0,Orichalcum Ore,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rough Leather Boots,Tier 2 Leather,5.0,Metals,1.0,Cloth,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Empowered Brilliant Sapphire Earring,Precious Metals,1.0,Trinket Hooks,1.0,Solvent,12.0,Death Mote,80.0,Flawed Sapphire,12.0,Trinket Gem Settings,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paradise Vermilion Dye,Orange Pigment,1.0,Water,3.0,Red Pigment,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syndicate Scrivener Pants of the Cleric,Azoth,50.0,Syndicate Scrivener Pants of the Brigand,1.0,Syndicate Cleric Seal,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marauder Commander Coat of the Brigand,Marauder Commander Coat of the Brigand,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Insulated Topaz Amulet,Air Mote,15.0,Flawed Topaz,3.0,Solvent,4.0,Trinket Chains,1.0,Precious Metals,1.0,Trinket Gem Settings,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covenant Excubitor Pants of the Cleric,Azoth,50.0,Covenant Excubitor Pants of the Brigand,1.0,Covenant Cleric Seal,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ancient Armor Scraps,Ancient Armor Scraps,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infused Fur Hat of the Ranger,Rough Leather Beaded Straps,10.0,Metals,1.0,Tier 5 Leather,12.0,Cloth,4.0,Timeless Leather Hat Shard,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fireproof Pristine Ruby Ring of the Sentry,Iron Guardsman's Insignia,10.0,Solvent,54.0,Fire Mote,440.0,Flawed Ruby,60.0,Timeless Ring Shard,1.0,Precious Metals,1.0,Trinket Bands,1.0,Trinket Gem Settings,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syndicate Chronicler Leggings of the Barbarian,Azoth,50.0,Syndicate Chronicler Leggings of the Priest,1.0,Syndicate Barbarian Seal,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primal Husk Gloves,Wirefiber,6480.0,Cloth Weave,420.0,Fibers,3840.0,Silk Threads,720.0,Refining Materials Tier 5,540.0,Masterwork Material Converter,27.0,Orichalcum Ore,1620.0,Flux,105.0,Wood,432.0,Starmetal Ore,180.0,Iron Ore,720.0,Azoth,225.0,Iron Hide,6480.0,Refining Materials Tier 3,8400.0,Common Material Converter,420.0,Rawhide,3840.0,Thick Hide,720.0,Pattern: Primal Husk Gloves,1.0,,,,,,,,,,,,,,,,,,
Bowed Gloves,Pattern: Bowed Gloves,1.0,Wirefiber,6480.0,Cloth Weave,420.0,Fibers,3840.0,Silk Threads,720.0,Refining Materials Tier 5,540.0,Masterwork Material Converter,27.0,Orichalcum Ore,1620.0,Flux,105.0,Wood,432.0,Starmetal Ore,180.0,Iron Ore,720.0,Azoth,225.0,Iron Hide,6480.0,Refining Materials Tier 3,8400.0,Common Material Converter,420.0,Rawhide,3840.0,Thick Hide,720.0,,,,,,,,,,,,,,,,,,
Vegetable Supplies,Cooking Recipe,1.0,Carrot,12.0,Onion,12.0,Corn,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arboreal Brilliant Amber Earring,Earth Mote,80.0,Flawed Amber,12.0,Solvent,12.0,Precious Metals,1.0,Trinket Hooks,1.0,Trinket Gem Settings,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire Mote,Fire Mote,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Padded Flawed Jasper Amulet,Trinket Chains,1.0,Precious Metals,1.0,Air Mote,2.0,Flawed Jasper,1.0,Trinket Gem Settings,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minor Angry Earth Combat Trophy,Refining Materials Tier 3,200.0,Common Material Converter,10.0,Oil,4.0,Flux,20.0,Wood,80.0,Iron Ore,240.0,Earth Mote,25.0,Aged Wood,100.0,Sandpaper,25.0,Green Wood,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Etched Handguard,Etched Handguard,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cut Flawed Opal,Flawed Opal,1.0,Soul Mote,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covenant Initiate Jacket of the Brigand,Covenant Brigand Seal,1.0,Azoth,50.0,Covenant Initiate Jacket of the Priest,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marauder Legatus Cuisses of the Cleric,Marauder Cleric Seal,1.0,Azoth,50.0,Marauder Legatus Cuisses of the Sentry,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel Nails,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tropical Mist Dye,Turquoise Pigment,1.0,Green Pigment,2.0,Water,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warm Iron Lantern - Bright,Oil,5.0,Iron Ore,60.0,Fibers,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Undefiled Metal,Undefiled Metal,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Insulated Flawed Topaz Amulet,Trinket Chains,1.0,Precious Metals,1.0,Flawed Topaz,1.0,Air Mote,2.0,Trinket Gem Settings,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pure Resin,Pure Resin,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ironwood Spear of the Scholar,Tier 5 Timber,13.0,Timeless Spear Shard,1.0,Leathers,2.0,Metals,5.0,Linen Arcane Embroidery,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hidden Truths,Iron Hide,3200.0,Orichalcum Ore,11800.0,Flux,700.0,Wood,2880.0,Starmetal Ore,1200.0,Iron Ore,4800.0,Refining Materials Tier 5,800.0,Masterwork Material Converter,40.0,Embossed Wrapping,1.0,Ironwood,8100.0,Sandpaper,525.0,Wyrdwood,900.0,Aged Wood,1200.0,Green Wood,2400.0,Refining Materials Tier 3,3500.0,Common Material Converter,175.0,Rawhide,1600.0,Thick Hide,300.0,,,,,,,,,,,,,,,,,,
Carved Teak Armchair,Flux,15.0,Wood,60.0,Iron Ore,180.0,Aged Wood,120.0,Sandpaper,30.0,Green Wood,240.0,Refining Materials Tier 3,400.0,Common Material Converter,20.0,Oil,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reinforced Pristine Onyx Ring of the Sentry,Iron Guardsman's Insignia,10.0,Timeless Ring Shard,1.0,Precious Metals,1.0,Trinket Bands,1.0,Life Mote,440.0,Solvent,54.0,Flawed Onyx,60.0,Trinket Gem Settings,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infused Silk Robe Gloves of the Sentry,Iron Guardsman's Insignia,10.0,Metals,1.0,Leathers,2.0,Timeless Gloves Shard,1.0,Tier 5 Cloth,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syndicate Scrivener Jacket of the Occultist,Syndicate Scrivener Jacket of the Priest,1.0,Syndicate Occultist Seal,1.0,Azoth,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadewalker Shoes of the Sage,Metals,1.0,Leathers,2.0,Softwood Prayer Beads,10.0,Timeless Shoes Shard,1.0,Tier 5 Cloth,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marauder Cleric Seal,Marauder Cleric Seal,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infused Silk Shoes of the Scholar,Metals,1.0,Tier 5 Cloth,5.0,Timeless Shoes Shard,1.0,Leathers,3.0,Linen Arcane Embroidery,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syndicate Chronicler Shoes of the Brigand,Syndicate Chronicler Shoes of the Brigand,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shipyard Lookout Hat,Metals,1.0,Tier 4 Leather,11.0,Cloth,6.0,Jade Collar,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosewood Apothecary Cabinet,Flux,30.0,Wood,120.0,Starmetal Ore,60.0,Iron Ore,240.0,Refining Materials Tier 4,400.0,Advanced Material Converter,20.0,Oil,8.0,Wyrdwood,210.0,Sandpaper,105.0,Aged Wood,280.0,Green Wood,560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel Hatchet,Refined Wood,2.0,Tier 3 Metals,8.0,Leathers,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Padded Pristine Jasper Earring,Precious Metals,1.0,Solvent,54.0,Air Mote,440.0,Flawed Jasper,60.0,Trinket Hooks,1.0,Trinket Gem Settings,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rugged Leather Boots,Metals,1.0,Cloth,3.0,Tier 3 Leather,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covenant Templar Footwear of the Priest,Covenant Templar Footwear of the Priest,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amrine Scout Coat,Leathers,12.0,Metals,1.0,Tier 3 Cloth,22.0,Coagulated Blood,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covenant Templar Boots of the Brigand,Covenant Brigand Seal,1.0,Azoth,50.0,Covenant Templar Boots of the Barbarian,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Powerful Gemstone Dust,Pristine Gemstones,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silk Fascinator,Tier 4 Cloth,11.0,Metals,1.0,Leathers,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reinforced Onyx Earring,Flawed Onyx,3.0,Solvent,4.0,Life Mote,15.0,Precious Metals,1.0,Trinket Hooks,1.0,Trinket Gem Settings,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covenant Inquisitor Boots of the Brigand,Covenant Brigand Seal,1.0,Azoth,50.0,Covenant Inquisitor Boots of the Sentry,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marauder Soldier Boots of the Barbarian,Marauder Soldier Boots of the Barbarian,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abyssal Pristine Amethyst Amulet of the Scholar,Timeless Amulet Shard,1.0,Trinket Chains,1.0,Precious Metals,1.0,Soul Mote,440.0,Solvent,54.0,Flawed Amethyst,60.0,Trinket Gem Settings,1.0,Linen Arcane Embroidery,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marauder Destroyer Breastplate of the Cleric,Marauder Cleric Seal,1.0,Azoth,50.0,Marauder Destroyer Breastplate of the Barbarian,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covenant Lumen Pants of the Occultist,Covenant Occultist Seal,1.0,Covenant Lumen Pants of the Brigand,1.0,Azoth,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covenant Adjudicator Headwear of the Barbarian,Covenant Adjudicator Headwear of the Priest,1.0,Azoth,50.0,Covenant Barbarian Seal,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruby Brocade Drapes,Flux,15.0,Wood,60.0,Starmetal Ore,30.0,Iron Ore,120.0,Fibers,480.0,Cloth Weave,45.0,Silk Threads,90.0,Red Pigment,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bloody Velvet Armchair,Flux,70.0,Wood,280.0,Starmetal Ore,120.0,Iron Ore,480.0,Orichalcum Ore,80.0,Ironwood,120.0,Sandpaper,105.0,Wyrdwood,180.0,Aged Wood,240.0,Green Wood,480.0,Refining Materials Tier 5,200.0,Masterwork Material Converter,10.0,Oil,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imbued Opal Amulet,Trinket Chains,1.0,Soul Mote,15.0,Solvent,4.0,Flawed Opal,3.0,Precious Metals,1.0,Trinket Gem Settings,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infused Leather Pants of the Sentry,Iron Guardsman's Insignia,10.0,Tier 5 Leather,10.0,Cloth,6.0,Timeless Leggings Shard,1.0,Metals,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Small Keg of Brew,Small Keg of Brew,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energizing Travel Ration,Raw Foods,1.0,Tier 2 Raw Foods,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infused Silk Hat,Metals,1.0,Leathers,6.0,Tier 5 Cloth,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glintstrands,Glintstrands,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primeval Pristine Diamond Amulet of the Soldier,Timeless Amulet Shard,1.0,Trinket Chains,1.0,Iron Battle Medal,10.0,Precious Metals,1.0,Flawed Diamond,60.0,Solvent,54.0,Life Mote,440.0,Trinket Gem Settings,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covenant Lumen Handcovers of the Priest,Covenant Lumen Handcovers of the Priest,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primeval Brilliant Diamond Ring,Precious Metals,1.0,Trinket Bands,1.0,Flawed Diamond,12.0,Solvent,12.0,Life Mote,80.0,Trinket Gem Settings,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pristine Moonstone,Solvent,52.0,Flawed Moonstone,60.0,Death Mote,260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teak Dresser,Flux,15.0,Wood,60.0,Iron Ore,180.0,Aged Wood,120.0,Sandpaper,30.0,Green Wood,240.0,Refining Materials Tier 3,400.0,Common Material Converter,20.0,Oil,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syndicate Chronicler Legguards of the Occultist,Syndicate Occultist Seal,1.0,Azoth,50.0,Syndicate Chronicler Legguards of the Barbarian,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earthen Smasher,Green Wood,20.0,Fae Iron,4.0,Iron Ore,80.0,Rawhide,60.0,Silver Ore,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Precious Metals,Precious Metals,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crate of Steel Armaments,Crate of Steel Armaments,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syndicate Cabalist Breastplate of the Cleric,Syndicate Cabalist Breastplate of the Barbarian,1.0,Azoth,50.0,Syndicate Cleric Seal,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pristine Pearl Earring of the Soldier,Pristine Pearl,1.0,Iron Battle Medal,10.0,Precious Metals,1.0,Trinket Hooks,1.0,Trinket Gem Settings,1.0,Timeless Earring Shard,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covenant Adjudicator Gauntlets of the Occultist,Covenant Adjudicator Gauntlets of the Barbarian,1.0,Covenant Occultist Seal,1.0,Azoth,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syndicate Cabalist Legguards of the Barbarian,Syndicate Cabalist Legguards of the Barbarian,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strong Mana Potion,Air Reagents,1.0,Magical Reagents,1.0,Water,1.0,Hyssop,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protective Wyrd Shoes,Essence of Undeath,13.0,Purified Pitch,12.0,Hallowed Fabric,10.0,Protective Wyrd Work Order,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire Arcana,Fire Arcana,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel Plate Boots,Tier 3 Metals,5.0,Cloth,1.0,Leathers,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Terrible Echo,Flux,27.0,Wood,60.0,Starmetal Ore,30.0,Iron Ore,120.0,Death Mote,400.0,Refining Materials Tier 3,900.0,Common Material Converter,45.0,Rawhide,480.0,Thick Hide,90.0,Scalecord,2.0,Quillbark,4.0,Platinum Ore,24.0,Silver Ore,64.0,Gold Ore,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,
